t,d1,d2,d3
13.038,0.204,0.451,0.536
13.040,0.210,0.449,0.533
13.042,0.213,0.447,0.536
13.043,0.214,0.443,0.544
13.045,0.212,0.438,0.551
13.047,0.208,0.439,0.555
13.048,0.201,0.437,0.554
13.050,0.197,0.436,0.549
13.052,0.197,0.437,0.545
13.053,0.200,0.440,0.537
13.055,0.204,0.441,0.531
13.057,0.206,0.440,0.524
13.058,0.203,0.442,0.524
13.060,0.196,0.446,0.527
13.062,0.190,0.448,0.530
13.063,0.180,0.445,0.529
13.065,0.165,0.440,0.524
13.067,0.154,0.432,0.522
13.068,0.146,0.423,0.519
13.070,0.141,0.413,0.514
13.072,0.135,0.402,0.507
13.073,0.129,0.391,0.499
13.075,0.129,0.386,0.492
13.077,0.126,0.381,0.480
13.078,0.128,0.377,0.467
13.080,0.132,0.371,0.459
13.082,0.140,0.366,0.452
13.083,0.150,0.363,0.447
13.085,0.164,0.362,0.444
13.087,0.184,0.366,0.447
13.088,0.199,0.370,0.452
13.090,0.210,0.376,0.458
13.092,0.217,0.386,0.469
13.093,0.223,0.397,0.482
13.095,0.225,0.410,0.496
13.097,0.221,0.423,0.513
13.098,0.218,0.439,0.530
13.100,0.217,0.453,0.546
13.102,0.215,0.462,0.552
13.103,0.216,0.471,0.557
13.105,0.218,0.477,0.562
13.107,0.218,0.483,0.566
13.108,0.218,0.484,0.565
13.110,0.217,0.484,0.559
13.112,0.217,0.485,0.559
13.113,0.216,0.484,0.563
13.115,0.219,0.480,0.563
13.117,0.224,0.477,0.563
13.118,0.224,0.477,0.567
13.120,0.221,0.478,0.572
13.122,0.216,0.479,0.573
13.123,0.206,0.479,0.574
13.125,0.191,0.483,0.576
13.127,0.175,0.483,0.572
13.128,0.164,0.479,0.565
13.130,0.153,0.471,0.557
13.132,0.148,0.460,0.549
13.133,0.145,0.447,0.535
13.135,0.144,0.430,0.520
13.137,0.144,0.416,0.507
13.138,0.146,0.403,0.497
13.140,0.154,0.397,0.489
13.142,0.162,0.393,0.483
13.143,0.168,0.393,0.482
13.145,0.173,0.398,0.482
13.147,0.175,0.405,0.487
13.148,0.175,0.414,0.496
13.150,0.175,0.423,0.506
13.152,0.176,0.432,0.513
13.153,0.181,0.442,0.517
13.155,0.185,0.449,0.524
13.157,0.186,0.454,0.530
13.158,0.187,0.459,0.534
13.160,0.187,0.463,0.535
13.162,0.183,0.465,0.538
13.163,0.175,0.465,0.544
13.165,0.168,0.463,0.544
13.167,0.165,0.459,0.541
13.168,0.159,0.450,0.535
13.170,0.148,0.439,0.526
13.172,0.139,0.429,0.518
13.173,0.132,0.420,0.508
13.175,0.128,0.414,0.500
13.177,0.122,0.409,0.494
13.178,0.122,0.402,0.491
13.180,0.127,0.398,0.490
13.182,0.134,0.396,0.489
13.183,0.135,0.395,0.493
13.185,0.134,0.394,0.496
13.187,0.135,0.395,0.498
13.188,0.135,0.401,0.497
13.190,0.133,0.408,0.499
13.192,0.132,0.412,0.499
13.193,0.136,0.414,0.498
13.195,0.144,0.414,0.494
13.197,0.153,0.412,0.490
13.198,0.155,0.408,0.489
13.200,0.158,0.404,0.490
13.202,0.161,0.404,0.495
13.203,0.165,0.410,0.500
13.205,0.163,0.418,0.507
13.207,0.163,0.428,0.514
13.208,0.166,0.434,0.519
13.210,0.166,0.438,0.522
13.212,0.166,0.440,0.519
13.213,0.165,0.438,0.517
13.215,0.165,0.434,0.518
13.217,0.163,0.432,0.519
13.218,0.160,0.428,0.519
13.220,0.161,0.428,0.520
13.222,0.160,0.432,0.522
13.223,0.159,0.436,0.522
13.225,0.159,0.441,0.521
13.227,0.165,0.445,0.523
13.228,0.170,0.449,0.526
13.230,0.174,0.449,0.526
13.232,0.181,0.447,0.526
13.233,0.189,0.446,0.532
13.235,0.192,0.447,0.538
13.237,0.192,0.450,0.540
13.238,0.188,0.454,0.542
13.240,0.186,0.461,0.549
13.242,0.181,0.466,0.558
13.243,0.172,0.467,0.560
13.245,0.164,0.468,0.557
13.247,0.158,0.467,0.555
13.248,0.157,0.464,0.552
13.250,0.154,0.457,0.545
13.252,0.154,0.450,0.538
13.253,0.161,0.445,0.530
13.255,0.170,0.440,0.528
13.257,0.176,0.435,0.528
13.258,0.182,0.431,0.527
13.260,0.187,0.431,0.525
13.262,0.191,0.435,0.524
13.263,0.191,0.441,0.529
13.265,0.194,0.446,0.537
13.267,0.201,0.453,0.543
13.268,0.206,0.461,0.548
13.270,0.212,0.466,0.550
13.272,0.217,0.471,0.556
13.273,0.220,0.479,0.563
13.275,0.216,0.486,0.568
13.277,0.211,0.492,0.570
13.278,0.209,0.497,0.573
13.280,0.204,0.504,0.584
13.282,0.202,0.509,0.590
13.283,0.201,0.507,0.589
13.285,0.205,0.504,0.588
13.287,0.205,0.499,0.592
13.288,0.202,0.495,0.595
13.290,0.200,0.494,0.594
13.292,0.199,0.493,0.590
13.293,0.194,0.495,0.587
13.295,0.184,0.496,0.585
13.297,0.178,0.494,0.579
13.298,0.174,0.491,0.575
13.300,0.169,0.486,0.568
13.302,0.159,0.478,0.559
13.303,0.154,0.464,0.546
13.305,0.153,0.455,0.535
13.307,0.150,0.450,0.523
13.308,0.147,0.446,0.513
13.310,0.144,0.440,0.505
13.312,0.144,0.438,0.503
13.313,0.138,0.441,0.510
13.315,0.126,0.442,0.516
13.317,0.116,0.443,0.519
13.318,0.107,0.442,0.515
13.320,0.103,0.438,0.508
13.322,0.100,0.429,0.497
13.323,0.103,0.417,0.482
13.325,0.111,0.404,0.467
13.327,0.122,0.390,0.454
13.328,0.135,0.379,0.451
13.330,0.145,0.375,0.452
13.332,0.153,0.375,0.457
13.333,0.159,0.379,0.462
13.335,0.163,0.388,0.470
13.337,0.168,0.401,0.483
13.338,0.174,0.416,0.496
13.340,0.180,0.429,0.509
13.342,0.188,0.441,0.519
13.343,0.190,0.453,0.531
13.345,0.191,0.463,0.540
13.347,0.184,0.470,0.545
13.348,0.170,0.475,0.547
13.350,0.155,0.479,0.550
13.352,0.139,0.479,0.550
13.353,0.125,0.475,0.545
13.355,0.110,0.467,0.537
13.357,0.094,0.455,0.527
13.358,0.084,0.438,0.513
13.360,0.080,0.418,0.494
13.362,0.079,0.399,0.473
13.363,0.079,0.379,0.457
13.365,0.080,0.360,0.443
13.367,0.086,0.347,0.434
13.368,0.092,0.342,0.429
13.370,0.092,0.342,0.428
13.372,0.093,0.344,0.431
13.373,0.102,0.346,0.432
13.375,0.114,0.352,0.435
13.377,0.127,0.360,0.438
13.378,0.136,0.364,0.437
13.380,0.149,0.366,0.438
13.382,0.161,0.371,0.442
13.383,0.166,0.381,0.450
13.385,0.167,0.387,0.458
13.387,0.170,0.391,0.465
13.388,0.172,0.401,0.478
13.390,0.168,0.414,0.495
13.392,0.166,0.428,0.510
13.393,0.167,0.442,0.519
13.395,0.168,0.454,0.524
13.397,0.164,0.462,0.530
13.398,0.161,0.463,0.530
13.400,0.163,0.462,0.526
13.402,0.161,0.458,0.520
13.403,0.158,0.452,0.517
13.405,0.154,0.446,0.517
13.407,0.151,0.443,0.515
13.408,0.151,0.442,0.515
13.410,0.151,0.441,0.515
13.412,0.154,0.443,0.517
13.413,0.158,0.444,0.520
13.415,0.163,0.447,0.524
13.417,0.168,0.452,0.525
13.418,0.174,0.454,0.525
13.420,0.177,0.454,0.525
13.422,0.175,0.453,0.526
13.423,0.174,0.453,0.527
13.425,0.178,0.456,0.528
13.427,0.184,0.458,0.535
13.428,0.186,0.462,0.542
13.430,0.187,0.466,0.544
13.432,0.189,0.472,0.543
13.433,0.193,0.476,0.544
13.435,0.192,0.477,0.544
13.437,0.189,0.474,0.542
13.438,0.187,0.471,0.542
13.440,0.186,0.468,0.545
13.442,0.185,0.464,0.550
13.443,0.179,0.463,0.553
13.445,0.172,0.463,0.553
13.447,0.170,0.464,0.553
13.448,0.166,0.464,0.553
13.450,0.157,0.461,0.546
13.452,0.144,0.454,0.540
13.453,0.136,0.443,0.529
13.455,0.131,0.431,0.518
13.457,0.123,0.419,0.505
13.458,0.116,0.406,0.490
13.460,0.113,0.394,0.474
13.462,0.111,0.384,0.458
13.463,0.105,0.378,0.451
13.465,0.096,0.373,0.446
13.467,0.086,0.366,0.440
13.468,0.079,0.360,0.436
13.470,0.074,0.355,0.436
13.472,0.069,0.350,0.435
13.473,0.066,0.343,0.429
13.475,0.068,0.335,0.419
13.477,0.069,0.327,0.412
13.478,0.068,0.319,0.403
13.480,0.070,0.312,0.395
13.482,0.072,0.307,0.388
13.483,0.076,0.306,0.382
13.485,0.080,0.308,0.381
13.487,0.083,0.310,0.385
13.488,0.088,0.314,0.395
13.490,0.092,0.320,0.405
13.492,0.098,0.326,0.412
13.493,0.107,0.329,0.420
13.495,0.115,0.331,0.426
13.497,0.123,0.336,0.428
13.498,0.130,0.341,0.429
13.500,0.135,0.347,0.429
13.502,0.134,0.354,0.436
13.503,0.128,0.362,0.446
13.505,0.121,0.371,0.455
13.507,0.116,0.376,0.464
13.508,0.111,0.379,0.468
13.510,0.109,0.379,0.470
13.512,0.115,0.375,0.466
13.513,0.129,0.371,0.459
13.515,0.144,0.362,0.450
13.517,0.155,0.356,0.439
13.518,0.162,0.353,0.437
13.520,0.168,0.356,0.441
13.522,0.171,0.364,0.450
13.523,0.168,0.373,0.462
13.525,0.165,0.384,0.475
13.527,0.164,0.395,0.489
13.528,0.165,0.405,0.495
13.530,0.165,0.412,0.498
13.532,0.163,0.416,0.498
13.533,0.164,0.417,0.492
13.535,0.163,0.418,0.484
13.537,0.162,0.421,0.476
13.538,0.156,0.419,0.473
13.540,0.151,0.414,0.476
13.542,0.144,0.411,0.480
13.543,0.134,0.407,0.485
13.545,0.123,0.401,0.488
13.547,0.113,0.392,0.489
13.548,0.107,0.389,0.486
13.550,0.100,0.384,0.475
13.552,0.093,0.374,0.457
13.553,0.090,0.361,0.439
13.555,0.088,0.353,0.428
13.557,0.086,0.346,0.420
13.558,0.082,0.335,0.410
13.560,0.079,0.324,0.400
13.562,0.076,0.319,0.394
13.563,0.070,0.319,0.394
13.565,0.065,0.315,0.395
13.567,0.065,0.310,0.394
13.568,0.073,0.307,0.394
13.570,0.082,0.304,0.396
13.572,0.091,0.300,0.398
13.573,0.099,0.298,0.398
13.575,0.109,0.300,0.394
13.577,0.118,0.307,0.397
13.578,0.125,0.318,0.403
13.580,0.131,0.328,0.413
13.582,0.137,0.337,0.422
13.583,0.146,0.344,0.432
13.585,0.154,0.353,0.445
13.587,0.156,0.363,0.457
13.588,0.154,0.375,0.469
13.590,0.149,0.386,0.476
13.592,0.147,0.398,0.482
13.593,0.147,0.406,0.488
13.595,0.149,0.410,0.493
13.597,0.151,0.408,0.493
13.598,0.152,0.401,0.488
13.600,0.157,0.395,0.481
13.602,0.157,0.391,0.479
13.603,0.153,0.390,0.476
13.605,0.147,0.391,0.474
13.607,0.143,0.392,0.470
13.608,0.142,0.394,0.473
13.610,0.139,0.394,0.480
13.612,0.139,0.393,0.483
13.613,0.140,0.389,0.479
13.615,0.140,0.383,0.473
13.617,0.144,0.377,0.468
13.618,0.148,0.373,0.463
13.620,0.150,0.371,0.456
13.622,0.153,0.371,0.452
13.623,0.154,0.374,0.454
13.625,0.157,0.381,0.459
13.627,0.159,0.386,0.461
13.628,0.164,0.388,0.462
13.630,0.169,0.389,0.467
13.632,0.170,0.391,0.473
13.633,0.171,0.391,0.477
13.635,0.173,0.388,0.480
13.637,0.174,0.388,0.484
13.638,0.169,0.393,0.493
13.640,0.165,0.398,0.498
13.642,0.164,0.401,0.500
13.643,0.159,0.403,0.503
13.645,0.151,0.408,0.510
13.647,0.143,0.411,0.516
13.648,0.133,0.410,0.517
13.650,0.124,0.406,0.515
13.652,0.115,0.400,0.509
13.653,0.110,0.391,0.499
13.655,0.104,0.377,0.485
13.657,0.099,0.364,0.472
13.658,0.100,0.356,0.458
13.660,0.101,0.350,0.445
13.662,0.100,0.345,0.439
13.663,0.099,0.340,0.435
13.665,0.100,0.338,0.430
13.667,0.101,0.336,0.425
13.668,0.099,0.329,0.422
13.670,0.098,0.321,0.420
13.672,0.103,0.316,0.418
13.673,0.112,0.314,0.419
13.675,0.120,0.313,0.422
13.677,0.130,0.313,0.424
13.678,0.139,0.315,0.426
13.680,0.144,0.321,0.427
13.682,0.142,0.330,0.433
13.683,0.134,0.338,0.439
13.685,0.126,0.346,0.447
13.687,0.118,0.356,0.457
13.688,0.111,0.366,0.469
13.690,0.104,0.371,0.480
13.692,0.100,0.370,0.480
13.693,0.098,0.365,0.475
13.695,0.097,0.361,0.470
13.697,0.096,0.355,0.464
13.698,0.095,0.344,0.454
13.700,0.100,0.335,0.444
13.702,0.106,0.333,0.441
13.703,0.115,0.333,0.443
13.705,0.124,0.335,0.444
13.707,0.133,0.339,0.446
13.708,0.139,0.348,0.453
13.710,0.139,0.358,0.464
13.712,0.139,0.365,0.475
13.713,0.140,0.371,0.484
13.715,0.140,0.376,0.493
13.717,0.140,0.380,0.499
13.718,0.140,0.381,0.505
13.720,0.145,0.382,0.509
13.722,0.151,0.388,0.511
13.723,0.150,0.393,0.515
13.725,0.147,0.395,0.515
13.727,0.143,0.396,0.512
13.728,0.142,0.400,0.509
13.730,0.139,0.403,0.511
13.732,0.137,0.401,0.512
13.733,0.138,0.396,0.510
13.735,0.141,0.394,0.511
13.737,0.143,0.392,0.515
13.738,0.144,0.388,0.523
13.740,0.147,0.388,0.525
13.742,0.148,0.392,0.525
13.743,0.148,0.395,0.525
13.745,0.150,0.397,0.530
13.747,0.154,0.399,0.532
13.748,0.154,0.401,0.532
13.750,0.148,0.401,0.533
13.752,0.141,0.398,0.537
13.753,0.134,0.399,0.541
13.755,0.131,0.402,0.544
13.757,0.126,0.402,0.549
13.758,0.122,0.401,0.546
13.760,0.120,0.399,0.541
13.762,0.119,0.398,0.538
13.763,0.120,0.395,0.538
13.765,0.118,0.391,0.537
13.767,0.115,0.390,0.530
13.768,0.112,0.387,0.526
13.770,0.110,0.386,0.525
13.772,0.112,0.385,0.523
13.773,0.114,0.386,0.517
13.775,0.115,0.388,0.512
13.777,0.116,0.388,0.510
13.778,0.120,0.387,0.508
13.780,0.125,0.389,0.508
13.782,0.128,0.390,0.510
13.783,0.127,0.389,0.513
13.785,0.125,0.385,0.516
13.787,0.128,0.383,0.522
13.788,0.128,0.383,0.530
13.790,0.124,0.385,0.535
13.792,0.116,0.386,0.540
13.793,0.108,0.390,0.544
13.795,0.100,0.397,0.546
13.797,0.095,0.404,0.549
13.798,0.092,0.408,0.550
13.800,0.093,0.404,0.548
13.802,0.099,0.397,0.545
13.803,0.103,0.391,0.544
13.805,0.107,0.384,0.544
13.807,0.109,0.379,0.542
13.808,0.112,0.377,0.546
13.810,0.115,0.381,0.552
13.812,0.118,0.387,0.557
13.813,0.126,0.391,0.559
13.815,0.137,0.394,0.563
13.817,0.150,0.402,0.567
13.818,0.158,0.413,0.571
13.820,0.165,0.421,0.573
13.822,0.171,0.430,0.582
13.823,0.173,0.444,0.598
13.825,0.168,0.458,0.617
13.827,0.164,0.469,0.635
13.828,0.161,0.478,0.652
13.830,0.158,0.486,0.667
13.832,0.154,0.491,0.676
13.833,0.154,0.493,0.677
13.835,0.156,0.491,0.676
13.837,0.155,0.488,0.673
13.838,0.151,0.484,0.669
13.840,0.149,0.482,0.668
13.842,0.147,0.482,0.669
13.843,0.144,0.484,0.671
13.845,0.138,0.486,0.672
13.847,0.133,0.488,0.676
13.848,0.130,0.491,0.683
13.850,0.125,0.494,0.692
13.852,0.119,0.498,0.700
13.853,0.113,0.498,0.705
13.855,0.111,0.499,0.709
13.857,0.111,0.498,0.710
13.858,0.111,0.494,0.706
13.860,0.111,0.487,0.699
13.862,0.111,0.481,0.689
13.863,0.107,0.476,0.684
13.865,0.096,0.471,0.687
13.867,0.084,0.469,0.690
13.868,0.072,0.468,0.690
13.870,0.058,0.468,0.689
13.872,0.048,0.466,0.690
13.873,0.043,0.460,0.687
13.875,0.045,0.451,0.672
13.877,0.046,0.439,0.657
13.878,0.051,0.429,0.650
13.880,0.059,0.423,0.649
13.882,0.069,0.421,0.649
13.883,0.081,0.423,0.656
13.885,0.092,0.430,0.668
13.887,0.105,0.444,0.681
13.888,0.121,0.458,0.693
13.890,0.134,0.470,0.707
13.892,0.146,0.479,0.717
13.893,0.150,0.490,0.729
13.895,0.151,0.505,0.741
13.897,0.151,0.518,0.758
13.898,0.148,0.532,0.776
13.900,0.145,0.544,0.793
13.902,0.143,0.559,0.811
13.903,0.145,0.571,0.824
13.905,0.147,0.579,0.837
13.907,0.148,0.586,0.848
13.908,0.146,0.592,0.856
13.910,0.145,0.596,0.862
13.912,0.141,0.597,0.869
13.913,0.133,0.597,0.875
13.915,0.128,0.595,0.878
13.917,0.130,0.590,0.878
13.918,0.134,0.585,0.879
13.920,0.140,0.583,0.880
13.922,0.146,0.585,0.880
13.923,0.151,0.590,0.887
13.925,0.157,0.599,0.900
13.927,0.161,0.612,0.917
13.928,0.160,0.626,0.933
13.930,0.156,0.638,0.947
13.932,0.153,0.646,0.960
13.933,0.154,0.652,0.971
13.935,0.152,0.657,0.983
13.937,0.146,0.661,0.988
13.938,0.147,0.664,0.988
13.940,0.150,0.665,0.992
13.942,0.153,0.666,0.997
13.943,0.155,0.668,1.001
13.945,0.159,0.669,1.001
13.947,0.165,0.671,1.005
13.948,0.166,0.674,1.015
13.950,0.167,0.681,1.026
13.952,0.169,0.691,1.039
13.953,0.173,0.702,1.049
13.955,0.175,0.714,1.061
13.957,0.177,0.729,1.077
13.958,0.181,0.741,1.093
13.960,0.182,0.751,1.107
13.962,0.182,0.757,1.122
13.963,0.180,0.760,1.135
13.965,0.178,0.763,1.146
13.967,0.178,0.765,1.153
13.968,0.178,0.766,1.161
13.970,0.180,0.767,1.170
13.972,0.180,0.772,1.180
13.973,0.179,0.777,1.194
13.975,0.176,0.782,1.206
13.977,0.171,0.787,1.216
13.978,0.168,0.791,1.223
13.980,0.165,0.794,1.223
13.982,0.160,0.796,1.220
13.983,0.154,0.796,1.212
13.985,0.152,0.797,1.207
13.987,0.149,0.797,1.205
13.988,0.145,0.798,1.204
13.990,0.142,0.797,1.209
13.992,0.145,0.795,1.214
13.993,0.152,0.798,1.222
13.995,0.154,0.801,1.228
13.997,0.159,0.804,1.235
13.998,0.165,0.810,1.248
14.000,0.169,0.821,1.258
14.002,0.173,0.834,1.272
14.003,0.175,0.845,1.286
14.005,0.184,0.856,1.304
14.007,0.186,0.867,1.321
14.008,0.185,0.878,1.335
14.010,0.185,0.885,1.352
14.012,0.185,0.891,1.369
14.013,0.185,0.899,1.385
14.015,0.179,0.908,1.400
14.017,0.174,0.914,1.409
14.018,0.169,0.920,1.415
14.020,0.164,0.923,1.420
14.022,0.157,0.926,1.422
14.023,0.146,0.926,1.420
14.025,0.136,0.923,1.414
14.027,0.132,0.920,1.411
14.028,0.131,0.918,1.412
14.030,0.128,0.916,1.413
14.032,0.122,0.914,1.416
14.033,0.116,0.910,1.418
14.035,0.111,0.908,1.420
14.037,0.102,0.906,1.424
14.038,0.093,0.902,1.424
14.040,0.088,0.900,1.424
14.042,0.086,0.900,1.423
14.043,0.087,0.900,1.425
14.045,0.092,0.900,1.430
14.047,0.097,0.900,1.433
14.048,0.097,0.898,1.437
14.050,0.093,0.895,1.440
14.052,0.091,0.892,1.447
14.053,0.090,0.892,1.455
14.055,0.089,0.891,1.461
14.057,0.088,0.890,1.468
14.058,0.089,0.892,1.476
14.060,0.094,0.894,1.485
14.062,0.103,0.899,1.492
14.063,0.113,0.907,1.495
14.065,0.123,0.916,1.503
14.067,0.134,0.923,1.514
14.068,0.145,0.933,1.527
14.070,0.155,0.946,1.540
14.072,0.163,0.961,1.555
14.073,0.166,0.976,1.574
14.075,0.167,0.992,1.593
14.077,0.169,1.010,1.609
14.078,0.166,1.029,1.627
14.080,0.159,1.046,1.643
14.082,0.148,1.059,1.657
14.083,0.138,1.067,1.666
14.085,0.127,1.072,1.672
14.087,0.119,1.074,1.675
14.088,0.117,1.072,1.674
14.090,0.118,1.064,1.670
14.092,0.120,1.053,1.666
14.093,0.125,1.040,1.660
14.095,0.134,1.029,1.656
14.097,0.140,1.024,1.653
14.098,0.144,1.026,1.657
14.100,0.153,1.032,1.665
14.102,0.165,1.042,1.676
14.103,0.173,1.058,1.691
14.105,0.180,1.075,1.707
14.107,0.186,1.091,1.728
14.108,0.195,1.106,1.747
14.110,0.200,1.119,1.765
14.112,0.200,1.129,1.781
14.113,0.197,1.136,1.796
14.115,0.192,1.143,1.811
14.117,0.186,1.146,1.818
14.118,0.180,1.145,1.820
14.120,0.173,1.142,1.820
14.122,0.170,1.142,1.818
14.123,0.169,1.143,1.814
14.125,0.169,1.141,1.811
14.127,0.168,1.140,1.812
14.128,0.165,1.140,1.818
14.130,0.158,1.142,1.822
14.132,0.151,1.144,1.832
14.133,0.142,1.147,1.837
14.135,0.135,1.149,1.839
14.137,0.130,1.150,1.838
14.138,0.126,1.146,1.832
14.140,0.126,1.141,1.826
14.142,0.130,1.133,1.819
14.143,0.138,1.127,1.817
14.145,0.145,1.123,1.822
14.147,0.154,1.123,1.827
14.148,0.164,1.127,1.837
14.150,0.172,1.133,1.847
14.152,0.178,1.141,1.856
14.153,0.183,1.151,1.864
14.155,0.184,1.163,1.872
14.157,0.178,1.172,1.879
14.158,0.167,1.179,1.886
14.160,0.154,1.185,1.892
14.162,0.141,1.190,1.896
14.163,0.131,1.191,1.893
14.165,0.128,1.188,1.885
14.167,0.126,1.179,1.873
14.168,0.130,1.168,1.862
14.170,0.136,1.159,1.850
14.172,0.141,1.151,1.842
14.173,0.142,1.143,1.842
14.175,0.143,1.139,1.846
14.177,0.144,1.140,1.851
14.178,0.143,1.145,1.857
14.180,0.142,1.151,1.866
14.182,0.141,1.156,1.874
14.183,0.137,1.160,1.878
14.185,0.134,1.163,1.879
14.187,0.136,1.163,1.879
14.188,0.144,1.163,1.877
14.190,0.153,1.162,1.873
14.192,0.161,1.163,1.870
14.193,0.170,1.167,1.867
14.195,0.175,1.172,1.867
14.197,0.174,1.179,1.871
14.198,0.166,1.186,1.877
14.200,0.152,1.188,1.883
14.202,0.137,1.186,1.886
14.203,0.124,1.183,1.889
14.205,0.115,1.177,1.888
14.207,0.110,1.167,1.883
14.208,0.110,1.153,1.871
14.210,0.112,1.143,1.859
14.212,0.115,1.133,1.852
14.213,0.119,1.125,1.846
14.215,0.123,1.116,1.840
14.217,0.127,1.109,1.833
14.218,0.134,1.108,1.833
14.220,0.144,1.110,1.832
14.222,0.157,1.112,1.827
14.223,0.168,1.115,1.823
14.225,0.175,1.120,1.825
14.227,0.181,1.125,1.832
14.228,0.184,1.133,1.844
14.230,0.185,1.141,1.856
14.232,0.186,1.149,1.871
14.233,0.188,1.156,1.883
14.235,0.188,1.167,1.889
14.237,0.187,1.178,1.892
14.238,0.186,1.187,1.892
14.240,0.187,1.193,1.891
14.242,0.190,1.193,1.885
14.243,0.191,1.193,1.883
14.245,0.193,1.191,1.886
14.247,0.191,1.187,1.885
14.248,0.192,1.184,1.878
14.250,0.191,1.179,1.869
14.252,0.188,1.179,1.866
14.253,0.183,1.180,1.865
14.255,0.180,1.180,1.860
14.257,0.183,1.179,1.856
14.258,0.186,1.177,1.854
14.260,0.190,1.177,1.847
14.262,0.192,1.173,1.838
14.263,0.199,1.167,1.826
14.265,0.203,1.163,1.816
14.267,0.204,1.162,1.809
14.268,0.201,1.162,1.804
14.270,0.196,1.159,1.802
14.272,0.193,1.157,1.798
14.273,0.187,1.155,1.790
14.275,0.179,1.153,1.783
14.277,0.175,1.149,1.777
14.278,0.173,1.143,1.770
14.280,0.168,1.139,1.760
14.282,0.162,1.131,1.751
14.283,0.159,1.121,1.743
14.285,0.161,1.112,1.735
14.287,0.158,1.102,1.728
14.288,0.152,1.091,1.715
14.290,0.148,1.081,1.705
14.292,0.146,1.076,1.699
14.293,0.146,1.075,1.694
14.295,0.148,1.070,1.684
14.297,0.150,1.060,1.669
14.298,0.153,1.051,1.658
14.300,0.151,1.044,1.650
14.302,0.144,1.039,1.642
14.303,0.133,1.032,1.637
14.305,0.117,1.025,1.631
14.307,0.103,1.022,1.626
14.308,0.094,1.019,1.617
14.310,0.092,1.012,1.600
14.312,0.094,0.996,1.581
14.313,0.101,0.979,1.561
14.315,0.111,0.966,1.545
14.317,0.120,0.954,1.533
14.318,0.125,0.943,1.522
14.320,0.129,0.937,1.514
14.322,0.131,0.936,1.509
14.323,0.129,0.937,1.509
14.325,0.124,0.939,1.509
14.327,0.119,0.940,1.505
14.328,0.113,0.941,1.501
14.330,0.105,0.940,1.497
14.332,0.097,0.937,1.493
14.333,0.091,0.932,1.479
14.335,0.086,0.923,1.459
14.337,0.083,0.909,1.441
14.338,0.080,0.894,1.424
14.340,0.073,0.878,1.406
14.342,0.067,0.862,1.387
14.343,0.063,0.846,1.370
14.345,0.060,0.834,1.360
14.347,0.060,0.825,1.350
14.348,0.067,0.817,1.341
14.350,0.082,0.812,1.334
14.352,0.099,0.812,1.327
14.353,0.115,0.814,1.321
14.355,0.132,0.816,1.312
14.357,0.149,0.823,1.308
14.358,0.161,0.837,1.313
14.360,0.168,0.850,1.319
14.362,0.173,0.862,1.327
14.363,0.179,0.872,1.335
14.365,0.181,0.882,1.348
14.367,0.175,0.889,1.359
14.368,0.165,0.892,1.363
14.370,0.156,0.893,1.363
14.372,0.150,0.890,1.362
14.373,0.140,0.885,1.359
14.375,0.129,0.876,1.347
14.377,0.124,0.865,1.329
14.378,0.122,0.853,1.314
14.380,0.119,0.839,1.298
14.382,0.119,0.822,1.278
14.383,0.119,0.805,1.255
14.385,0.116,0.791,1.239
14.387,0.108,0.780,1.227
14.388,0.101,0.768,1.213
14.390,0.094,0.759,1.198
14.392,0.082,0.751,1.186
14.393,0.073,0.742,1.174
14.395,0.074,0.731,1.159
14.397,0.081,0.716,1.143
14.398,0.089,0.704,1.124
14.400,0.096,0.695,1.106
14.402,0.107,0.688,1.091
14.403,0.117,0.684,1.087
14.405,0.121,0.686,1.084
14.407,0.125,0.691,1.081
14.408,0.132,0.696,1.084
14.410,0.140,0.699,1.091
14.412,0.149,0.703,1.100
14.413,0.154,0.707,1.104
14.415,0.157,0.709,1.104
14.417,0.158,0.713,1.106
14.418,0.158,0.717,1.107
14.420,0.156,0.722,1.105
14.422,0.151,0.724,1.101
14.423,0.144,0.725,1.092
14.425,0.138,0.728,1.085
14.427,0.131,0.727,1.074
14.428,0.120,0.725,1.064
14.430,0.113,0.719,1.051
14.432,0.103,0.710,1.038
14.433,0.093,0.696,1.024
14.435,0.091,0.680,1.009
14.437,0.093,0.663,0.996
14.438,0.093,0.647,0.982
14.440,0.093,0.633,0.969
14.442,0.094,0.621,0.954
14.443,0.097,0.613,0.943
14.445,0.096,0.606,0.933
14.447,0.093,0.599,0.924
14.448,0.088,0.592,0.915
14.450,0.083,0.588,0.909
14.452,0.080,0.585,0.902
14.453,0.079,0.580,0.893
14.455,0.077,0.575,0.885
14.457,0.075,0.572,0.881
14.458,0.075,0.569,0.873
14.460,0.074,0.562,0.863
14.462,0.073,0.558,0.858
14.463,0.075,0.558,0.856
14.465,0.081,0.557,0.853
14.467,0.086,0.551,0.845
14.468,0.095,0.546,0.837
14.470,0.106,0.544,0.832
14.472,0.116,0.541,0.828
14.473,0.121,0.539,0.825
14.475,0.125,0.540,0.823
14.477,0.132,0.544,0.821
14.478,0.134,0.547,0.820
14.480,0.134,0.552,0.820
14.482,0.137,0.556,0.816
14.483,0.141,0.560,0.812
14.485,0.141,0.564,0.810
14.487,0.139,0.565,0.808
14.488,0.140,0.567,0.808
14.490,0.141,0.567,0.806
14.492,0.140,0.566,0.807
14.493,0.144,0.563,0.806
